TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR,OVER_.500
Texas A&M Corpus Chris,32.0,A,A,A,B,A,A,A,A,A,A,2014.0,TRUE
Texas St.,29.0,B,B,B,B,B,A,B,B,B,B,2014.0,FALSE
Texas Tech,32.0,B,A,B,A,B,A,A,A,A,B,2014.0,FALSE
The Citadel,29.0,B,B,A,B,B,A,B,B,B,A,2014.0,FALSE
Toledo,33.0,A,A,A,A,A,B,A,A,A,A,2014.0,TRUE
Towson,35.0,A,A,A,A,A,B,A,A,A,A,2014.0,TRUE
Troy,29.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Tulane,33.0,B,B,A,B,B,A,A,A,B,A,2014.0,FALSE
UAB,29.0,B,A,B,A,B,B,A,A,B,B,2014.0,TRUE
UC Davis,29.0,B,B,A,B,A,B,B,A,B,A,2014.0,FALSE
UC Irvine,33.0,A,B,B,A,A,A,A,A,A,A,2014.0,TRUE
UC Riverside,29.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
UC Santa Barbara,28.0,A,A,A,A,A,B,A,A,A,A,2014.0,TRUE
UCF,29.0,B,A,A,A,B,A,A,A,A,B,2014.0,FALSE
UMass Lowell,27.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
UMBC,28.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
UMKC,29.0,B,B,A,B,B,B,B,A,A,B,2014.0,FALSE
UNC Asheville,29.0,B,A,A,B,A,A,A,A,B,A,2014.0,FALSE
UNC Greensboro,29.0,B,B,A,B,B,A,B,A,B,B,2014.0,FALSE
UNC Wilmington,30.0,B,B,A,B,B,B,A,B,B,B,2014.0,FALSE
UNLV,33.0,A,A,B,A,B,B,A,A,B,B,2014.0,TRUE
USC,31.0,B,B,B,A,B,A,A,A,A,B,2014.0,FALSE
USC Upstate,32.0,A,A,A,B,A,B,A,A,A,B,2014.0,TRUE
UT Arlington,29.0,B,A,A,B,A,A,A,A,B,B,2014.0,FALSE
UT Rio Grande Valley,31.0,B,B,A,B,B,B,B,B,B,B,2014.0,FALSE
Utah,31.0,A,A,B,A,A,B,B,A,A,A,2014.0,TRUE
Utah St.,31.0,A,A,A,A,A,B,A,B,B,A,2014.0,TRUE
Utah Valley,30.0,A,B,A,B,B,B,B,A,B,B,2014.0,TRUE
UTEP,32.0,A,A,B,A,A,A,A,A,A,B,2014.0,TRUE
UTSA,27.0,B,B,A,B,B,A,A,A,B,B,2014.0,FALSE
Valparaiso,31.0,B,B,B,B,A,A,A,A,A,A,2014.0,FALSE
Vanderbilt,31.0,B,A,B,A,B,A,A,A,A,B,2014.0,FALSE
Vermont,31.0,A,A,B,A,A,B,A,A,A,A,2014.0,TRUE
Virginia Tech,31.0,B,B,B,A,B,A,A,A,B,A,2014.0,FALSE
VMI,31.0,A,A,A,B,A,B,A,B,A,B,2014.0,TRUE
Wagner,29.0,A,B,B,B,B,B,A,A,B,B,2014.0,TRUE
Wake Forest,33.0,A,A,B,A,B,B,A,A,A,B,2014.0,TRUE
Washington,32.0,A,A,A,A,B,B,A,A,A,B,2014.0,TRUE
Washington St.,30.0,B,B,B,B,B,B,B,A,B,B,2014.0,FALSE
West Virginia,33.0,A,A,B,A,A,B,A,A,B,A,2014.0,TRUE
Western Carolina,31.0,B,B,A,B,B,B,A,A,B,A,2014.0,TRUE
Western Illinois,27.0,B,B,B,B,B,A,B,A,B,B,2014.0,FALSE
Western Kentucky,31.0,A,B,B,B,B,A,A,A,B,B,2014.0,TRUE
William & Mary,30.0,A,A,A,A,A,B,B,A,A,A,2014.0,TRUE
Winthrop,30.0,A,B,A,B,A,B,B,A,B,A,2014.0,TRUE
Wright St.,34.0,A,B,B,A,A,A,B,A,A,A,2014.0,TRUE
Wyoming,31.0,B,A,B,A,A,B,B,A,A,A,2014.0,TRUE
Yale,32.0,A,B,B,A,B,A,A,A,B,B,2014.0,TRUE
Youngstown St.,29.0,B,A,A,B,A,B,B,A,A,A,2014.0,FALSE
Grambling St.,28.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
San Francisco,29.0,B,A,B,A,A,B,B,B,B,A,2013.0,FALSE
UNC Asheville,29.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Appalachian St.,29.0,B,B,A,B,B,A,A,A,B,A,2013.0,FALSE
George Washington,30.0,B,B,B,A,B,A,A,A,B,B,2013.0,FALSE
Southern Illinois,30.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Central Connecticut,30.0,B,B,A,B,B,B,B,B,B,A,2013.0,FALSE
Utah,31.0,B,A,B,A,B,A,B,B,B,A,2013.0,FALSE
Clemson,31.0,B,B,B,A,B,B,A,B,B,B,2013.0,FALSE
Wake Forest,31.0,B,B,B,A,B,A,B,A,B,A,2013.0,FALSE
Drexel,31.0,B,B,B,A,B,A,A,B,B,B,2013.0,FALSE
Eastern Michigan,31.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Florida Atlantic,31.0,B,B,A,B,B,A,A,B,B,A,2013.0,FALSE
Morehead St.,31.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Delaware St.,31.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Washington St.,32.0,B,A,B,A,B,A,A,B,B,A,2013.0,FALSE
Northwestern,32.0,B,A,B,A,B,B,B,B,B,B,2013.0,FALSE
West Virginia,32.0,B,A,B,A,B,A,A,A,B,B,2013.0,FALSE
Virginia Tech,32.0,B,A,A,A,B,B,A,A,B,B,2013.0,FALSE
St. Bonaventure,29.0,B,A,B,A,A,A,A,A,A,A,2013.0,FALSE
Loyola Chicago,30.0,B,B,B,B,A,A,A,B,B,A,2013.0,FALSE
Georgia St.,30.0,B,A,A,B,A,B,B,B,B,A,2013.0,FALSE
Stetson,30.0,B,B,A,B,A,A,A,B,A,A,2013.0,FALSE
Drake,31.0,B,A,B,A,A,A,B,A,A,A,2013.0,FALSE
SMU,31.0,B,B,B,A,B,A,A,A,B,A,2013.0,FALSE
Oakland,31.0,B,A,A,B,B,B,A,A,B,A,2013.0,FALSE
USC Upstate,31.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
UC Davis,31.0,B,B,A,B,A,A,B,B,A,A,2013.0,FALSE
IPFW,31.0,B,B,B,B,B,A,A,A,B,A,2013.0,FALSE
Sam Houston St.,31.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
North Dakota,31.0,B,B,B,B,B,A,B,A,B,B,2013.0,FALSE
Hampton,31.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
Oregon St.,32.0,B,A,B,A,B,A,A,A,B,A,2013.0,FALSE
USC,32.0,B,B,B,A,B,A,B,B,B,B,2013.0,FALSE
Manhattan,32.0,B,B,B,A,B,A,A,A,B,B,2013.0,FALSE
San Diego,32.0,B,B,B,B,B,A,A,A,B,A,2013.0,FALSE
South Carolina,32.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Jacksonville St.,26.0,B,B,A,B,B,A,A,A,B,A,2013.0,TRUE
Toledo,28.0,B,B,B,B,B,B,B,A,B,B,2013.0,TRUE
Hawaii,28.0,B,B,A,B,A,A,A,A,A,B,2013.0,TRUE
High Point,29.0,B,B,A,B,B,B,A,B,B,B,2013.0,TRUE
Army,30.0,B,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Ball St.,30.0,B,B,A,B,B,A,A,A,B,B,2013.0,TRUE
Rutgers,31.0,B,A,B,A,B,A,A,B,B,A,2013.0,FALSE
Youngstown St.,31.0,B,B,B,B,B,B,B,A,B,A,2013.0,FALSE
Quinnipiac,31.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Southeast Missouri St.,31.0,B,B,A,B,A,B,B,B,A,A,2013.0,FALSE
Georgia,32.0,B,B,B,A,B,A,A,A,B,A,2013.0,FALSE
UAB,32.0,B,B,B,A,B,A,A,B,B,B,2013.0,FALSE
Seton Hall,33.0,B,A,B,A,A,A,A,B,B,A,2013.0,FALSE
Nebraska,33.0,B,B,B,A,B,B,B,B,B,B,2013.0,FALSE
Princeton,26.0,B,A,B,A,A,A,A,B,A,A,2013.0,TRUE
Charleston Southern,29.0,B,B,B,B,B,B,A,B,B,A,2013.0,TRUE
South Alabama,29.0,B,B,B,B,B,A,A,A,B,B,2013.0,TRUE
Air Force,30.0,B,A,A,A,A,B,B,B,A,A,2013.0,TRUE
Cal Poly,30.0,B,A,A,B,B,B,A,B,B,A,2013.0,TRUE
Arkansas Pine Bluff,30.0,B,B,B,B,B,A,A,B,B,B,2013.0,TRUE
Georgia Tech,31.0,B,B,B,A,B,A,A,B,B,B,2013.0,TRUE
Tennessee St.,31.0,B,B,A,B,B,A,A,A,B,B,2013.0,TRUE
Arkansas Little Rock,31.0,B,B,B,B,B,A,A,A,B,B,2013.0,TRUE
Tulsa,32.0,B,B,B,B,B,A,A,A,B,B,2013.0,TRUE
Vanderbilt,33.0,B,B,B,A,B,A,B,B,B,A,2013.0,FALSE
Texas,33.0,B,B,B,A,B,A,A,A,B,B,2013.0,FALSE
Boston College,33.0,B,A,B,A,A,B,B,A,A,A,2013.0,FALSE
Purdue,34.0,B,A,B,A,B,A,A,B,B,B,2013.0,FALSE
UCF,28.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Boston University,30.0,A,B,B,A,A,A,B,B,A,A,2013.0,TRUE
Towson,30.0,A,B,B,A,B,A,A,A,B,B,2013.0,TRUE
Dayton,31.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Xavier,31.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Texas Southern,31.0,A,B,A,B,A,B,A,B,A,A,2013.0,TRUE
Long Beach St.,31.0,A,B,A,B,A,A,A,A,A,B,2013.0,TRUE
Hartford,31.0,A,B,B,B,B,A,B,B,B,B,2013.0,TRUE
Indiana St.,32.0,A,B,B,A,B,A,B,A,B,B,2013.0,TRUE
Morgan St.,32.0,A,B,B,B,B,A,A,A,A,B,2013.0,TRUE
Savannah St.,32.0,A,B,B,B,B,A,A,B,B,B,2013.0,TRUE
St. John's,33.0,A,B,B,A,B,B,A,B,B,B,2013.0,TRUE
Green Bay,33.0,A,B,B,A,B,A,A,A,B,B,2013.0,TRUE
Illinois Chicago,33.0,A,B,B,B,B,A,B,B,B,B,2013.0,TRUE
Arkansas St.,30.0,A,B,B,A,B,A,A,A,B,B,2013.0,TRUE
Detroit,31.0,A,A,B,A,A,B,A,B,A,B,2013.0,TRUE
Gardner Webb,31.0,A,B,B,B,B,A,A,B,B,B,2013.0,TRUE
Saint Joseph's,32.0,A,A,B,A,A,B,A,A,A,B,2013.0,TRUE
UTEP,32.0,A,B,B,A,A,A,B,A,A,A,2013.0,TRUE
Wyoming,32.0,A,B,B,A,B,B,B,A,A,B,2013.0,TRUE
FIU,32.0,A,B,B,B,B,A,A,B,B,B,2013.0,TRUE
Mount St. Mary's,32.0,A,B,A,B,A,B,B,B,A,B,2013.0,TRUE
Illinois St.,33.0,A,A,B,A,A,B,B,B,A,A,2013.0,TRUE
Texas A&M,33.0,A,B,B,A,B,A,A,B,B,A,2013.0,TRUE
Lafayette,33.0,A,A,A,B,A,B,B,B,A,A,2013.0,TRUE
Washington,34.0,A,A,B,A,B,A,A,B,B,B,2013.0,TRUE
Florida St.,34.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Bradley,35.0,A,B,B,A,B,B,A,B,B,B,2013.0,TRUE
Stanford,34.0,A,A,B,A,B,B,A,B,B,A,2013.0,TRUE
North Carolina Central,28.0,A,B,B,A,B,A,A,A,B,B,2013.0,TRUE
Murray St.,29.0,A,B,B,A,A,A,A,A,A,A,2013.0,TRUE
East Carolina,30.0,A,A,B,A,A,B,B,A,A,A,2013.0,TRUE
LSU,31.0,A,A,B,A,B,A,A,B,B,A,2013.0,TRUE
Bryant,31.0,A,A,A,B,A,A,A,A,A,A,2013.0,TRUE
Wagner,31.0,A,B,B,B,B,A,A,A,B,B,2013.0,TRUE
Elon,31.0,A,B,B,B,B,B,B,B,B,B,2013.0,TRUE
Arkansas,32.0,A,A,B,A,B,B,A,B,A,B,2013.0,TRUE
Houston,32.0,A,A,A,A,A,B,A,A,A,A,2013.0,TRUE
Niagara,33.0,A,A,B,A,B,B,A,A,B,B,2013.0,TRUE
UT Arlington,33.0,A,B,B,A,B,A,A,A,B,B,2013.0,TRUE
Delaware,33.0,A,B,B,A,B,B,A,A,B,B,2013.0,TRUE
Providence,34.0,A,A,B,A,B,A,A,A,B,B,2013.0,TRUE
Richmond,34.0,A,A,B,A,A,B,B,A,A,A,2013.0,TRUE
Oral Roberts,34.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Tulane,34.0,A,A,A,A,B,A,A,A,B,A,2013.0,TRUE
Rider,34.0,A,B,B,B,B,A,A,A,B,A,2013.0,TRUE
UC Irvine,35.0,A,B,B,A,B,B,A,B,B,B,2013.0,TRUE
Fairfield,35.0,A,B,B,A,B,A,A,B,B,B,2013.0,TRUE
Connecticut,30.0,A,A,B,A,A,B,B,A,A,B,2013.0,TRUE
Western Illinois,29.0,A,B,B,B,A,A,B,A,A,A,2013.0,TRUE
Lehigh,30.0,A,A,B,A,A,B,B,A,A,A,2013.0,TRUE
Utah St.,30.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Tennessee,33.0,A,A,B,A,B,A,A,A,B,B,2013.0,TRUE
Northeastern,33.0,A,A,A,B,A,A,A,A,B,A,2013.0,TRUE
Northern Iowa,34.0,A,A,B,A,A,A,B,B,B,A,2013.0,TRUE
Canisius,34.0,A,A,A,A,A,A,A,B,A,A,2013.0,TRUE
Kent St.,34.0,A,A,B,A,B,A,A,A,B,A,2013.0,TRUE
Evansville,35.0,A,A,B,A,B,B,B,B,B,A,2013.0,TRUE
Kentucky,33.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Massachusetts,33.0,A,A,B,A,B,A,A,B,A,B,2013.0,TRUE
Charlotte,33.0,A,B,B,A,B,A,A,A,A,B,2013.0,TRUE
Vermont,33.0,A,B,B,A,B,A,A,A,B,B,2013.0,TRUE
Norfolk St.,33.0,A,B,B,B,B,A,A,A,B,B,2013.0,TRUE
Western Michigan,34.0,A,B,B,A,B,A,A,A,B,B,2013.0,TRUE
Denver,32.0,A,A,B,A,A,B,B,B,A,A,2013.0,TRUE
Baylor,36.0,A,A,B,A,A,B,A,A,A,A,2013.0,TRUE
North Dakota St.,32.0,A,B,B,A,A,B,A,B,A,A,2013.0,TRUE
Mercer,34.0,A,B,B,A,A,A,B,B,B,A,2013.0,TRUE
Alabama,35.0,A,B,B,A,B,A,A,B,B,B,2013.0,TRUE
Arizona St.,35.0,A,A,B,A,A,B,B,B,A,A,2013.0,TRUE
Wright St.,35.0,A,B,B,A,B,A,B,B,B,A,2013.0,TRUE
George Mason,38.0,A,B,B,A,B,A,A,B,B,A,2013.0,TRUE
Virginia,35.0,A,A,B,A,A,B,B,B,A,A,2013.0,TRUE
Stephen F. Austin,28.0,A,B,B,A,A,A,A,A,A,B,2013.0,TRUE
Eastern Kentucky,33.0,A,A,A,A,A,B,B,B,A,A,2013.0,TRUE
BYU,35.0,A,A,B,A,A,B,A,A,A,B,2013.0,TRUE
Loyola MD,35.0,A,B,B,A,B,B,A,A,B,B,2013.0,TRUE
Iowa,37.0,A,A,B,A,B,B,A,A,B,B,2013.0,TRUE
Stony Brook,32.0,A,A,B,A,B,B,A,A,B,A,2013.0,TRUE
Ohio,34.0,A,A,B,A,A,B,B,B,A,A,2013.0,TRUE
College of Charleston,34.0,A,B,B,A,A,A,A,A,A,A,2013.0,TRUE
Robert Morris,35.0,A,A,B,A,A,A,A,A,B,A,2013.0,TRUE
Santa Clara,36.0,A,A,B,A,A,B,A,A,A,A,2013.0,TRUE
Maryland,38.0,A,A,B,A,A,A,A,B,A,B,2013.0,TRUE
Southern Miss,35.0,A,A,B,A,A,A,A,A,A,A,2013.0,TRUE
Louisiana Tech,33.0,A,B,B,A,B,B,A,B,B,B,2013.0,TRUE
Weber St.,35.0,A,A,B,A,A,B,B,A,A,A,2013.0,TRUE
Maryland Eastern Shore,28.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Binghamton,29.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Kennesaw St.,30.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Lamar,31.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
New Orleans,22.0,B,B,A,B,B,A,B,A,B,B,2013.0,FALSE
Louisiana Monroe,27.0,B,B,A,B,B,A,B,B,B,A,2013.0,FALSE
UC Riverside,28.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
South Carolina St.,28.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Rice,29.0,B,B,A,B,B,B,B,B,B,B,2013.0,FALSE
Northern Illinois,29.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
IUPUI,30.0,B,B,A,B,A,A,B,B,B,A,2013.0,FALSE
Texas A&M Corpus Chris,28.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Mississippi Valley St.,28.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Idaho St.,29.0,B,B,A,B,B,A,B,A,B,B,2013.0,FALSE
St. Francis PA,29.0,B,B,A,B,B,A,B,B,B,A,2013.0,FALSE
Presbyterian,29.0,B,B,A,B,B,A,B,B,B,A,2013.0,FALSE
Furman,29.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Old Dominion,30.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Portland St.,26.0,B,B,A,B,B,B,A,B,B,A,2013.0,FALSE
The Citadel,28.0,B,B,A,B,A,A,A,A,A,A,2013.0,FALSE
Austin Peay,29.0,B,B,A,B,A,A,B,A,B,A,2013.0,FALSE
Florida A&M,29.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Howard,29.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Fordham,30.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Milwaukee,30.0,B,B,A,B,B,A,B,A,B,B,2013.0,FALSE
Hofstra,31.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
Longwood,31.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
SIU Edwardsville,25.0,B,B,A,B,B,A,B,B,B,A,2013.0,FALSE
Tennessee Martin,28.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Seattle,29.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
UNC Greensboro,29.0,B,B,A,B,B,B,B,B,B,B,2013.0,FALSE
Chicago St.,29.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
UMBC,30.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Navy,30.0,B,B,B,B,B,B,B,B,B,B,2013.0,FALSE
Coppin St.,31.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
UMKC,31.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Fairleigh Dickinson,31.0,B,B,A,B,B,A,B,B,B,A,2013.0,FALSE
Dartmouth,27.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
New Hampshire,28.0,B,B,B,B,B,B,B,B,B,B,2013.0,FALSE
South Dakota,28.0,B,B,A,B,A,B,B,A,B,A,2013.0,FALSE
San Jose St.,28.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
Rhode Island,29.0,B,B,B,A,B,A,B,B,B,B,2013.0,FALSE
Duquesne,30.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Miami OH,30.0,B,B,A,B,B,A,B,A,B,B,2013.0,FALSE
Siena,32.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Fresno St.,28.0,B,B,B,A,B,B,B,A,B,B,2013.0,FALSE
UC Santa Barbara,29.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
UNC Wilmington,29.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Sacred Heart,29.0,B,B,A,B,B,A,A,B,B,A,2013.0,FALSE
Southern Utah,29.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Alabama A&M,29.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Portland,30.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
Saint Peter's,30.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Nicholls St.,30.0,B,B,A,B,B,A,A,A,A,B,2013.0,FALSE
Missouri St.,31.0,B,B,B,B,B,B,B,B,B,B,2013.0,FALSE
Penn,31.0,B,B,B,B,B,A,B,B,B,B,2013.0,FALSE
East Tennessee St.,31.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Alabama St.,31.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Auburn,32.0,B,B,B,B,B,A,B,B,B,B,2013.0,FALSE
Alcorn St.,32.0,B,B,B,B,B,A,B,A,B,B,2013.0,FALSE
Columbia,26.0,B,B,B,B,B,B,B,B,B,A,2013.0,FALSE
Cal St. Bakersfield,26.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Tennessee Tech,27.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Pepperdine,28.0,B,B,B,B,B,A,A,B,B,A,2013.0,FALSE
Utah Valley,28.0,B,B,A,B,B,A,B,B,A,B,2013.0,FALSE
Maine,29.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Radford,29.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Nebraska Omaha,29.0,B,B,A,B,A,A,B,B,A,A,2013.0,FALSE
Central Michigan,30.0,B,A,A,B,B,A,A,A,B,B,2013.0,FALSE
American,30.0,B,B,A,B,B,A,B,B,B,A,2013.0,FALSE
Penn St.,31.0,B,B,B,A,B,A,A,A,B,B,2013.0,FALSE
Marist,31.0,B,B,A,B,B,A,B,A,B,A,2013.0,FALSE
TCU,31.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
Eastern Washington,31.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Samford,31.0,B,B,A,B,A,A,B,B,B,A,2013.0,FALSE
Monmouth,31.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Loyola Marymount,32.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Mississippi St.,32.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
UTSA,32.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Coastal Carolina,26.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Northern Kentucky,27.0,B,B,B,B,B,A,B,B,B,B,2013.0,FALSE
Houston Baptist,27.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
Winthrop,28.0,B,B,A,B,B,A,B,A,B,B,2013.0,FALSE
VMI,28.0,B,B,A,B,B,B,A,B,A,B,2013.0,FALSE
Montana St.,28.0,B,B,A,B,B,B,B,A,B,B,2013.0,FALSE
Central Arkansas,28.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
McNeese St.,28.0,B,B,A,B,B,B,A,B,B,B,2013.0,FALSE
Idaho,29.0,B,A,A,B,A,A,A,A,A,A,2013.0,FALSE
Northern Colorado,29.0,B,B,A,B,A,A,A,B,A,A,2013.0,FALSE
Cleveland St.,29.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Lipscomb,29.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Southeastern Louisiana,29.0,B,B,A,B,B,A,B,A,B,A,2013.0,FALSE
Jackson St.,29.0,B,B,A,B,B,B,B,A,B,B,2013.0,FALSE
Nevada,30.0,B,B,A,B,B,B,B,A,B,B,2013.0,FALSE
Bowling Green,30.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
North Texas,30.0,B,B,B,B,B,A,A,A,B,B,2013.0,FALSE
Campbell,30.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Chattanooga,30.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Texas Tech,31.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Eastern Illinois,31.0,B,B,A,B,A,A,A,B,B,A,2013.0,FALSE
DePaul,32.0,B,A,B,A,B,A,A,B,B,B,2013.0,FALSE
Colgate,32.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Northern Arizona,32.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Texas St.,33.0,B,B,A,B,B,A,B,A,B,B,2013.0,FALSE
NJIT,25.0,B,B,B,B,B,A,A,A,B,A,2013.0,FALSE
Brown,27.0,B,B,B,B,B,A,A,B,B,B,2013.0,FALSE
Sacramento St.,27.0,B,B,A,B,B,B,A,A,B,B,2013.0,FALSE
UT Rio Grande Valley,28.0,B,B,A,B,B,A,B,A,B,A,2013.0,FALSE
Yale,29.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
William & Mary,29.0,B,A,A,B,A,A,B,A,A,A,2013.0,FALSE
Cal St. Northridge,29.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
Cal St. Fullerton,30.0,B,A,A,B,A,B,B,B,A,A,2013.0,FALSE
St. Francis NY,30.0,B,B,A,B,B,B,A,B,B,B,2013.0,FALSE
Cornell,30.0,B,B,A,B,B,A,B,B,B,B,2013.0,FALSE
Jacksonville,30.0,B,B,A,B,B,A,A,A,B,B,2013.0,FALSE
South Florida,31.0,B,B,B,A,B,B,A,B,B,B,2013.0,FALSE
Marshall,31.0,B,B,A,B,B,A,A,A,A,B,2013.0,FALSE
Holy Cross,31.0,B,B,A,B,B,A,B,B,B,A,2013.0,FALSE
North Florida,31.0,B,B,A,B,A,A,A,B,A,B,2013.0,FALSE
Western Carolina,31.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Wofford,31.0,B,B,B,B,B,A,B,B,B,B,2013.0,FALSE
Georgia Southern,31.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Prairie View A&M,31.0,B,B,A,B,B,A,A,B,B,B,2013.0,FALSE
Buffalo,32.0,B,B,A,B,A,A,A,A,A,B,2013.0,FALSE
Louisiana Lafayette,32.0,B,B,A,B,B,A,B,B,B,A,2013.0,FALSE
Bethune Cookman,32.0,B,B,A,B,B,B,A,A,B,B,2013.0,FALSE
Troy,33.0,B,B,A,B,B,B,A,B,B,B,2013.0,FALSE
Dayton,36.0,A,A,B,A,A,B,B,A,A,A,2015.0,TRUE
Saint Joseph's,36.0,A,A,B,A,A,B,B,A,A,B,2016.0,TRUE
VCU,36.0,A,A,B,A,A,B,A,B,A,A,2016.0,TRUE
Rhode Island,35.0,A,A,B,A,A,B,A,A,A,B,2017.0,TRUE
Rhode Island,34.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
Virginia,34.0,A,A,B,A,A,B,A,B,A,A,2015.0,TRUE
Duke,37.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Florida St.,35.0,A,A,B,A,A,B,A,A,A,A,2017.0,TRUE
Louisville,34.0,A,A,B,A,A,B,A,B,A,A,2017.0,TRUE
Notre Dame,36.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
Virginia,34.0,A,A,B,A,A,B,B,B,A,A,2017.0,TRUE
North Carolina,37.0,A,A,B,A,A,B,A,B,A,A,2018.0,TRUE
UMBC,33.0,A,B,B,A,A,B,B,B,B,A,2018.0,TRUE
Cincinnati,34.0,A,A,B,A,B,A,A,A,A,B,2015.0,TRUE
Connecticut,36.0,A,A,B,A,A,B,B,B,A,A,2016.0,TRUE
